Year,Emissions.CO2 Emissions from Fossil use
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,1530.687688452477
1851,1853.5882479609884
1852,2235.854214661781
1853,2686.4405559703146
1854,3215.248356479966
1855,3833.1459158939256
1856,4551.973403542415
1857,5384.527720624982
1858,6344.5241608226015
1859,7446.5315036476495
1860,8705.877340896803
1861,10138.520741096378
1862,11760.889813248255
1863,13589.68234883565
1864,15641.62850410405
1865,17933.215431026372
1866,20480.374865841004
1867,23298.13592144916
1868,26400.24667873077
1869,29798.76959796105
1870,33503.657232776175
1871,37522.31617590673
1872,41859.16854232753
1873,46515.22154121191
1874,51487.65674042895
1875,56769.45142376856
1876,62349.04492215196
1877,68210.0629123838
1878,74331.11237630234
1879,80685.65916740255
1880,87241.99892392619
1881,93963.33039691976
1882,100807.93814751063
1883,107729.48904793028
1884,114677.44415357402
1885,121597.58437528656
1886,128432.645065559
1887,135123.05124678332
1888,141607.74187166124
1889,147825.06833848445
1890,153713.74961105842
1891,159213.86383349908
1892,164267.85439267254
1893,168821.5270588233
1894,172825.01420078974
1895,176233.68217463326
1896,179008.95884467792
1897,181119.0598058244
1898,182539.594197822
1899,183254.0339693792
1900,183254.0339693792
1901,182539.594197822
1902,181119.0598058244
1903,179008.95884467792
1904,176233.68217463326
1905,172825.01420078974
1906,168821.5270588233
1907,164267.85439267254
1908,159213.86383349908
1909,153713.74961105842
1910,147825.06833848445
1911,141607.74187166124
1912,135123.05124678332
1913,128432.645065559
1914,121597.58437528656
1915,114677.44415357402
1916,107729.48904793028
1917,100807.93814751063
1918,93963.33039691976
1919,87241.99892392619
1920,80685.65916740255
1921,74331.11237630234
1922,68210.0629123838
1923,62349.04492215196
1924,56769.45142376856
1925,51487.65674042895
1926,46515.22154121191
1927,41859.16854232753
1928,37522.31617590673
1929,33503.657232776175
1930,29798.76959796105
1931,26400.24667873077
1932,23298.13592144916
1933,20480.374865841004
1934,17933.215431026372
1935,15641.62850410405
1936,13589.68234883565
1937,11760.889813248255
1938,10138.520741096378
1939,8705.877340896803
1940,7446.5315036476495
1941,6344.5241608226015
1942,5384.527720624982
1943,4551.973403542415
1944,3833.1459158939256
1945,3215.248356479966
1946,2686.4405559703146
1947,2235.854214661781
1948,1853.5882479609884
1949,1530.687688452477
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
