Year,Crop.crop production exogenous
1925,0.7294045769804106
1926,0.7358609950386552
1927,0.7423174130968998
1928,0.7487738311551444
1929,0.755230249213389
1930,0.7616866672716336
1931,0.7697162434474913
1932,0.7777458196233491
1933,0.785775395799207
1934,0.7938049719750647
1935,0.8018345481509225
1936,0.8098641243267802
1937,0.817893700502638
1938,0.8259232766784959
1939,0.8339528528543536
1940,0.8419824290302114
1941,0.847935629722324
1942,0.8538888304144366
1943,0.8598420311065492
1944,0.8657952317986619
1945,0.8717484324907745
1946,0.8777016331828871
1947,0.8836548338749998
1948,0.8896080345671123
1949,0.895561235259225
1950,0.9015144359513376
1951,0.9173650878172604
1952,0.9344181195470946
1953,0.9525055627974852
1954,0.971232581599748
1955,0.9908745655253424
1956,1.010833780319014
1957,1.031520595047169
1958,1.0527219597288182
1959,1.072501997152148
1960,1.090408872299963
1961,1.1082717
1962,1.1286558
1963,1.1517129
1964,1.23256935
1965,1.2565143
1966,1.3155768
1967,1.3556475
1968,1.38741435
1969,1.38848445
1970,1.4580369
1971,1.49261535
1972,1.464633
1973,1.58039505
1974,1.56729735
1975,1.59985575
1976,1.6837182
1977,1.7215155
1978,1.8201231
1979,1.8025425
1980,1.7641547999999998
1981,1.862262
1982,1.9675845
1983,1.92189375
1984,2.0516247
1985,2.0695905
1986,2.0958174
1987,2.11790745
1988,2.091168
1989,2.20207545
1990,2.26244565
1991,2.2456107
1992,2.3271363000000003
1993,2.29082715
1994,2.34060705
1995,2.39485635
1996,2.53638855
1997,2.57494185
1998,2.60744895
1999,2.66032845
2000,2.68735545
2001,2.7206253
2002,2.76450705
2003,2.8337994
2004,2.95608285
2005,2.96036145
2006,3.01965345
2007,3.1880385
2008,3.3445467
2009,3.3266911500000003
2010,3.65441445
2011,3.86184645
2012,3.89465775
2013,4.0763277
2014,4.14303345
2015,4.1609817
2016,4.2332247
2017,4.3364835
2018,4.36283685
2019,4.4112105
2020,4.3993791
2021,4.561314004331666
2022,4.620312493020885
2023,4.679310981710105
2024,4.738309470399324
2025,4.797307959088544
2026,4.856306447777764
2027,4.915304936466983
2028,4.9743034251562035
2029,5.033301913845422
2030,5.092300402534643
2031,5.142594199728757
2032,5.192887996922871
2033,5.243181794116985
2034,5.2934755913111
2035,5.343769388505214
2036,5.394063185699328
2037,5.444356982893442
2038,5.494650780087556
2039,5.544944577281671
2040,5.595238374475785
2041,5.645532171669899
2042,5.695825968864013
2043,5.746119766058128
2044,5.796413563252242
2045,5.846707360446357
2046,5.897001157640471
2047,5.947294954834585
2048,5.997588752028699
2049,6.047882549222813
2050,6.098176346416928
2051,6.140475915175878
2052,6.182775483934828
2053,6.2250750526937795
2054,6.2673746214527295
2055,6.30967419021168
2056,6.35197375897063
2057,6.3942733277295805
2058,6.436572896488532
2059,6.478872465247482
2060,6.521172034006432
2061,6.549095684379609
2062,6.577019334752786
2063,6.6049429851259625
2064,6.6328666354991395
2065,6.660790285872316
2066,6.688713936245492
2067,6.71663758661867
2068,6.744561236991846
2069,6.772484887365023
2070,6.800408537738199
2071,6.825610663228584
2072,6.85081278871897
2073,6.876014914209353
2074,6.9012170396997385
2075,6.926419165190124
2076,6.951621290680508
2077,6.976823416170894
2078,7.002025541661277
2079,7.027227667151663
2080,7.052429792642048
2081,7.07171005445672
2082,7.090990316271393
2083,7.110270578086067
2084,7.129550839900739
2085,7.148831101715412
2086,7.168111363530084
2087,7.187391625344757
2088,7.20667188715943
2089,7.225952148974103
2090,7.245232410788775
2091,7.2771695047458325
2092,7.309106598702889
2093,7.341043692659945
2094,7.372980786617002
2095,7.404917880574059
2096,7.436854974531116
2097,7.468792068488173
2098,7.500729162445229
2099,7.532666256402286
2100,7.564603350359342
