Year,Crop.crop production exogenous
1925,0.7294045769804106
1926,0.7358609950386552
1927,0.7423174130968998
1928,0.7487738311551444
1929,0.755230249213389
1930,0.7616866672716336
1931,0.7697162434474913
1932,0.7777458196233491
1933,0.785775395799207
1934,0.7938049719750647
1935,0.8018345481509225
1936,0.8098641243267802
1937,0.817893700502638
1938,0.8259232766784959
1939,0.8339528528543536
1940,0.8419824290302114
1941,0.847935629722324
1942,0.8538888304144366
1943,0.8598420311065492
1944,0.8657952317986619
1945,0.8717484324907745
1946,0.8777016331828871
1947,0.8836548338749998
1948,0.8896080345671123
1949,0.895561235259225
1950,0.9015144359513376
1951,0.9173650878172604
1952,0.9344181195470946
1953,0.9525055627974852
1954,0.971232581599748
1955,0.9908745655253424
1956,1.010833780319014
1957,1.031520595047169
1958,1.0527219597288182
1959,1.072501997152148
1960,1.090408872299963
1961,1.1082717
1962,1.1286558
1963,1.1517129
1964,1.23256935
1965,1.2565143
1966,1.3155768
1967,1.3556475
1968,1.38741435
1969,1.38848445
1970,1.4580369
1971,1.49261535
1972,1.464633
1973,1.58039505
1974,1.56729735
1975,1.59985575
1976,1.6837182
1977,1.7215155
1978,1.8201231
1979,1.8025425
1980,1.7641547999999998
1981,1.862262
1982,1.9675845
1983,1.92189375
1984,2.0516247
1985,2.0695905
1986,2.0958174
1987,2.11790745
1988,2.091168
1989,2.20207545
1990,2.26244565
1991,2.2456107
1992,2.3271363000000003
1993,2.29082715
1994,2.34060705
1995,2.39485635
1996,2.53638855
1997,2.57494185
1998,2.60744895
1999,2.66032845
2000,2.68735545
2001,2.7206253
2002,2.76450705
2003,2.8337994
2004,2.95608285
2005,2.96036145
2006,3.01965345
2007,3.1880385
2008,3.3445467
2009,3.3266911500000003
2010,3.65441445
2011,3.86184645
2012,3.89465775
2013,4.0763277
2014,4.14303345
2015,4.1609817
2016,4.2332247
2017,4.3364835
2018,4.36283685
2019,4.4112105
2020,4.3993791
2021,4.526140997054068
2022,4.591213737143868
2023,4.656286477233669
2024,4.72135921732347
2025,4.786431957413272
2026,4.8515046975030724
2027,4.916577437592873
2028,4.981650177682674
2029,5.046722917772476
2030,5.1117956578622765
2031,5.179692829074583
2032,5.247590000286892
2033,5.315487171499199
2034,5.383384342711506
2035,5.451281513923813
2036,5.51917868513612
2037,5.587075856348428
2038,5.654973027560736
2039,5.722870198773043
2040,5.790767369985351
2041,5.858664541197658
2042,5.926561712409965
2043,5.994458883622272
2044,6.06235605483458
2045,6.130253226046888
2046,6.1981503972591945
2047,6.266047568471502
2048,6.33394473968381
2049,6.401841910896117
2050,6.469739082108425
2051,6.545046516394406
2052,6.620353950680388
2053,6.69566138496637
2054,6.770968819252353
2055,6.846276253538335
2056,6.921583687824317
2057,6.9968911221102985
2058,7.07219855639628
2059,7.147505990682263
2060,7.222813424968245
2061,7.3028047591140215
2062,7.382796093259799
2063,7.462787427405576
2064,7.542778761551354
2065,7.62277009569713
2066,7.702761429842908
2067,7.782752763988685
2068,7.862744098134462
2069,7.942735432280239
2070,8.022726766426016
2071,8.101802010667933
2072,8.18087725490985
2073,8.259952499151767
2074,8.339027743393684
2075,8.418102987635601
2076,8.49717823187752
2077,8.576253476119437
2078,8.655328720361354
2079,8.73440396460327
2080,8.813479208845187
2081,8.883786363926196
2082,8.954093519007209
2083,9.02440067408822
2084,9.09470782916923
2085,9.165014984250243
2086,9.235322139331254
2087,9.305629294412263
2088,9.375936449493274
2089,9.446243604574287
2090,9.516550759655297
2091,9.595306502741556
2092,9.674062245827812
2093,9.752817988914071
2094,9.83157373200033
2095,9.91032947508659
2096,9.989085218172848
2097,10.067840961259105
2098,10.146596704345363
2099,10.225352447431622
2100,10.30410819051788
