Year,="Run 1: Land Use and Agriculture.Albedo[1]",="Run 2: Land Use and Agriculture.Albedo[1]",="Run 3: Land Use and Agriculture.Albedo[1]",="Run 4: Land Use and Agriculture.Albedo[1]",="Run 5: Land Use and Agriculture.Albedo[1]",="Run 6: Land Use and Agriculture.Albedo[1]",="Run 7: Land Use and Agriculture.Albedo[1]",="Run 8: Land Use and Agriculture.Albedo[1]",="Run 9: Land Use and Agriculture.Albedo[1]",="Run 10: Land Use and Agriculture.Albedo[1]",="Run 11: Land Use and Agriculture.Albedo[1]",="Run 12: Land Use and Agriculture.Albedo[1]",="Run 13: Land Use and Agriculture.Albedo[1]",="Run 14: Land Use and Agriculture.Albedo[1]",="Run 15: Land Use and Agriculture.Albedo[1]",="Run 16: Land Use and Agriculture.Albedo[1]",="Run 17: Land Use and Agriculture.Albedo[1]",="Run 18: Land Use and Agriculture.Albedo[1]",="Run 19: Land Use and Agriculture.Albedo[1]",="Run 20: Land Use and Agriculture.Albedo[1]",="Run 21: Land Use and Agriculture.Albedo[1]",="Run 22: Land Use and Agriculture.Albedo[1]",="Run 23: Land Use and Agriculture.Albedo[1]",="Run 24: Land Use and Agriculture.Albedo[1]",="Run 25: Land Use and Agriculture.Albedo[1]",="Run 26: Land Use and Agriculture.Albedo[1]",="Run 27: Land Use and Agriculture.Albedo[1]",="Run 28: Land Use and Agriculture.Albedo[1]",="Run 29: Land Use and Agriculture.Albedo[1]",="Run 30: Land Use and Agriculture.Albedo[1]",="Run 31: Land Use and Agriculture.Albedo[1]",="Run 32: Land Use and Agriculture.Albedo[1]",="Run 33: Land Use and Agriculture.Albedo[1]",="Run 34: Land Use and Agriculture.Albedo[1]",="Run 35: Land Use and Agriculture.Albedo[1]",="Run 36: Land Use and Agriculture.Albedo[1]",="Run 37: Land Use and Agriculture.Albedo[1]",="Run 38: Land Use and Agriculture.Albedo[1]",="Run 39: Land Use and Agriculture.Albedo[1]",="Run 40: Land Use and Agriculture.Albedo[1]",="Run 41: Land Use and Agriculture.Albedo[1]",="Run 42: Land Use and Agriculture.Albedo[1]",="Run 43: Land Use and Agriculture.Albedo[1]",="Run 44: Land Use and Agriculture.Albedo[1]",="Run 45: Land Use and Agriculture.Albedo[1]",="Run 46: Land Use and Agriculture.Albedo[1]",="Run 47: Land Use and Agriculture.Albedo[1]",="Run 48: Land Use and Agriculture.Albedo[1]",="Run 49: Land Use and Agriculture.Albedo[1]",="Run 50: Land Use and Agriculture.Albedo[1]",="Run 51: Land Use and Agriculture.Albedo[1]",="Run 52: Land Use and Agriculture.Albedo[1]",="Run 53: Land Use and Agriculture.Albedo[1]",="Run 54: Land Use and Agriculture.Albedo[1]",="Run 55: Land Use and Agriculture.Albedo[1]",="Run 56: Land Use and Agriculture.Albedo[1]",="Run 57: Land Use and Agriculture.Albedo[1]",="Run 58: Land Use and Agriculture.Albedo[1]",="Run 59: Land Use and Agriculture.Albedo[1]",="Run 60: Land Use and Agriculture.Albedo[1]",="Run 61: Land Use and Agriculture.Albedo[1]",="Run 62: Land Use and Agriculture.Albedo[1]",="Run 63: Land Use and Agriculture.Albedo[1]",="Run 64: Land Use and Agriculture.Albedo[1]",="Run 65: Land Use and Agriculture.Albedo[1]",="Run 66: Land Use and Agriculture.Albedo[1]",="Run 67: Land Use and Agriculture.Albedo[1]",="Run 68: Land Use and Agriculture.Albedo[1]",="Run 69: Land Use and Agriculture.Albedo[1]",="Run 70: Land Use and Agriculture.Albedo[1]",="Run 71: Land Use and Agriculture.Albedo[1]",="Run 72: Land Use and Agriculture.Albedo[1]",="Run 73: Land Use and Agriculture.Albedo[1]",="Run 74: Land Use and Agriculture.Albedo[1]",="Run 75: Land Use and Agriculture.Albedo[1]",="Run 76: Land Use and Agriculture.Albedo[1]",="Run 77: Land Use and Agriculture.Albedo[1]",="Run 78: Land Use and Agriculture.Albedo[1]",="Run 79: Land Use and Agriculture.Albedo[1]",="Run 80: Land Use and Agriculture.Albedo[1]",="Run 81: Land Use and Agriculture.Albedo[1]",="Run 82: Land Use and Agriculture.Albedo[1]",="Run 83: Land Use and Agriculture.Albedo[1]",="Run 84: Land Use and Agriculture.Albedo[1]",="Run 85: Land Use and Agriculture.Albedo[1]",="Run 86: Land Use and Agriculture.Albedo[1]",="Run 87: Land Use and Agriculture.Albedo[1]",="Run 88: Land Use and Agriculture.Albedo[1]",="Run 89: Land Use and Agriculture.Albedo[1]",="Run 90: Land Use and Agriculture.Albedo[1]",="Run 91: Land Use and Agriculture.Albedo[1]",="Run 92: Land Use and Agriculture.Albedo[1]",="Run 93: Land Use and Agriculture.Albedo[1]",="Run 94: Land Use and Agriculture.Albedo[1]",="Run 95: Land Use and Agriculture.Albedo[1]",="Run 96: Land Use and Agriculture.Albedo[1]",="Run 97: Land Use and Agriculture.Albedo[1]",="Run 98: Land Use and Agriculture.Albedo[1]",="Run 99: Land Use and Agriculture.Albedo[1]",="Run 100: Land Use and Agriculture.Albedo[1]"
1750,0.179545180898,0.179555464397,0.179593524595,0.179543781933,0.179514798079,0.179636935835,0.179537767314,0.179612528845,0.179620891613,0.179559327519,0.179529538837,0.179586303139,0.1795455693,0.179527010235,0.179552610586,0.179574712791,0.17960167576,0.179564491794,0.179586303139,0.179638412828,0.179628187319,0.179579233235,0.179586303139,0.179530300432,0.179511610357,0.179542654659,0.179607571416,0.179634254684,0.179516327481,0.179627490355,0.179577700444,0.179593524595,0.179529204939,0.179557094133,0.179603550344,0.179591347501,0.179555464397,0.179616358985,0.179591145392,0.179537767314,0.179561148249,0.179522251263,0.17960167576,0.179600838676,0.179543907472,0.179505066534,0.179541440137,0.179574639317,0.17954891173,0.179543907472,0.179568798803,0.179667114632,0.179511851961,0.179525696605,0.179561307836,0.179569437868,0.179584780376,0.179645332184,0.179537362001,0.17962921565,0.179559768,0.179573693853,0.179614355044,0.179558876126,0.179579233235,0.17966681214,0.179564622405,0.179631046176,0.17951684587,0.179598703232,0.179557642959,0.179556410881,0.179665177936,0.179596675113,0.179570781259,0.179509420938,0.179623523911,0.179575960363,0.179590894716,0.179612146167,0.179538539192,0.179527568695,0.17962143253,0.17952480608,0.179600110233,0.179508514168,0.179667114632,0.1796093579,0.179614902384,0.179623523911,0.17955699972,0.179561804017,0.179582494772,0.179543907472,0.17962143253,0.179578246354,0.179590894716,0.179630415362,0.179573795205,0.179623523911
1751,0.179551127644,0.179561410428,0.179599472757,0.179549735353,0.179520747111,0.179642882619,0.179543715854,0.179618476127,0.179626838922,0.179565272946,0.179535487474,0.179592250956,0.179551518913,0.179532958812,0.17955856299,0.179580657905,0.17960762439,0.179570442415,0.179592250958,0.179644361638,0.179634137135,0.179585184875,0.179592250963,0.179536247667,0.179517560129,0.179548607615,0.17961351684,0.179640204196,0.179522275955,0.179633439659,0.179583644235,0.179599472759,0.17953515192,0.179563041399,0.179609495309,0.17959729353,0.179561410429,0.179622305646,0.179597092261,0.179543715853,0.179567098575,0.179528200708,0.17960762439,0.179606789031,0.179549855708,0.17951101482,0.179547392567,0.179580584724,0.179554857144,0.179549855709,0.179574748777,0.179673063106,0.17951780239,0.179531646479,0.179567259174,0.179575384534,0.179590730999,0.179651281042,0.179543308434,0.179635164175,0.179565714982,0.179579639972,0.179620305263,0.179564825033,0.179585184878,0.179672760247,0.179570571987,0.179636993499,0.179522794482,0.179604654186,0.179563596179,0.179562362879,0.179671126165,0.179602620164,0.179576726287,0.179515369755,0.179629470945,0.179581905087,0.179596839179,0.179618092012,0.179544491877,0.179533519823,0.179627380022,0.17953075803,0.179606057695,0.179514465147,0.179673063102,0.179615303004,0.179620848625,0.179629470945,0.17956294646,0.179567753965,0.179588441809,0.179549855703,0.179627380031,0.179584193847,0.179596839179,0.179636362334,0.179579746591,0.179629470941
1752,0.179557132578,0.179567413225,0.179605482195,0.179555760555,0.179526758879,0.179648887978,0.179549726255,0.179624482919,0.179632845807,0.179571273936,0.179541498115,0.179598259303,0.179557532593,0.179538969243,0.179564585159,0.179586657968,0.179613635287,0.179576459238,0.179598259332,0.179650373133,0.179640151748,0.179591204823,0.17959825938,0.179542254021,0.179523574144,0.179554631463,0.179619517911,0.179646217876,0.179528286056,0.179639452702,0.179589640251,0.179605482188,0.179541157542,0.179569047978,0.179615494972,0.179603296419,0.179567413237,0.179628310535,0.179603097704,0.179549726237,0.179573114514,0.179534213787,0.179613635281,0.179612805192,0.17955586519,0.179517024314,0.17955341481,0.179586585712,0.179560858053,0.179555865208,0.179580763656,0.179679073709,0.179523818361,0.179537660849,0.179573278184,0.179581389331,0.179596747804,0.17965729271,0.179549312389,0.179641174784,0.179571720703,0.179585643124,0.17962632104,0.179570836602,0.179591204862,0.179678769675,0.179576585606,0.179643000484,0.179528804995,0.179610672125,0.179569620866,0.17956838381,0.179677136001,0.179608620083,0.179582726039,0.179521380881,0.179635477005,0.179587903993,0.179602837313,0.179624094434,0.179550514853,0.179539537987,0.179633387407,0.179536778697,0.179612064996,0.179520482812,0.179679073643,0.17962130312,0.179626852243,0.179635477017,0.179568951418,0.179573768731,0.179594447789,0.179555865156,0.179633387513,0.179590201194,0.179602837312,0.179642368209,0.179585765776,0.179635476945
1753,0.179563198776,0.179573475897,0.179611556759,0.179561861367,0.179532836363,0.17965495598,0.179555801806,0.179630553111,0.179638916179,0.179577333626,0.179547573905,0.17960433187,0.179563613801,0.179545044624,0.179570680939,0.179592716187,0.17961971243,0.179582546069,0.179604331994,0.179656451544,0.179646235579,0.179597297096,0.179604332164,0.179548322428,0.179529655464,0.179560730063,0.179625578097,0.179652300136,0.179534360786,0.179645533845,0.179595691545,0.179611556673,0.179547224808,0.179575117179,0.179621552753,0.179609359627,0.179573475955,0.179634377446,0.179609165279,0.179555801721,0.179579199833,0.179540293686,0.17961971239,0.179618891351,0.179561939202,0.179523097877,0.179559510622,0.179592645582,0.179566917447,0.179561939271,0.179586847212,0.179685151033,0.179529902886,0.179543742945,0.179579368743,0.179587455621,0.179602834637,0.179663371517,0.179555376845,0.179647251623,0.17957778848,0.179591706679,0.179632406672,0.179576914348,0.179597297267,0.179684844843,0.179582666857,0.179649071199,0.179534880406,0.179616761276,0.179575721013,0.179574477421,0.179683211941,0.179614678244,0.179588783615,0.17952745729,0.17964154601,0.179593960293,0.179608892417,0.179630157137,0.179556611816,0.179545626508,0.179639458537,0.179542871527,0.17961813589,0.179526570299,0.179685150716,0.179627361762,0.179632916973,0.179641546083,0.179575017793,0.179579852017,0.179600516283,0.179561939104,0.17963945896,0.179596271995,0.179608892429,0.179648436928,0.179591856757,0.179641545726
1754,0.17956932771,0.179579599969,0.17961769845,0.179568039583,0.179538980919,0.179661088821,0.17956194412,0.179636688749,0.179645052064,0.179583453621,0.179553716325,0.179610470555,0.179569764214,0.179551186421,0.179576852177,0.17959883421,0.179625857872,0.179588704775,0.179610470874,0.179662599034,0.179652390937,0.179603463629,0.179610471273,0.179554454234,0.179535805491,0.179566905264,0.179631699157,0.179658453289,0.179540501565,0.179651685403,0.179601799716,0.179617698124,0.179553355191,0.179581250646,0.179627670435,0.179615484925,0.179579600152,0.179640508376,0.17961529681,0.179561943873,0.179585356366,0.179546441925,0.179625857731,0.179625049629,0.179568079336,0.179529236843,0.17956568177,0.179598766045,0.179573036796,0.179568079498,0.179593001291,0.179691297579,0.179536057224,0.17954989429,0.17958553273,0.179593585076,0.179608993315,0.179669519723,0.179561503246,0.179653396842,0.179583919998,0.179597832355,0.179638564375,0.179583060008,0.179603464093,0.179690988095,0.179588817466,0.17965520779,0.179541022111,0.179622923813,0.179581898505,0.17958064541,0.179689356399,0.179620796388,0.17959490059,0.179533600379,0.17964768001,0.17960007565,0.179615006226,0.179636282097,0.179562784476,0.179551786862,0.179645595395,0.179549038107,0.17962427229,0.179532729004,0.179691296657,0.179633480786,0.179639044774,0.179647680236,0.179581147139,0.179586005645,0.179606649105,0.179568079135,0.179645596467,0.179602408106,0.17961500629,0.179654570534,0.179598021491,0.179647679192
1755,0.179575514045,0.179585780205,0.179623901268,0.179574288191,0.179545186936,0.179667280592,0.179568147557,0.179642883924,0.179651247414,0.179589628908,0.179559919729,0.179616669486,0.179575977812,0.179557389062,0.17958309205,0.179605006954,0.179632065392,0.179594928889,0.179616670114,0.179668808982,0.179658611062,0.179609697481,0.179616670853,0.179560644086,0.179542018497,0.17957315022,0.179637875584,0.179664670632,0.17954670297,0.179657900816,0.179607960025,0.179623900454,0.179559543538,0.179587442862,0.179633842746,0.179621666837,0.179585780638,0.17964669754,0.179621486624,0.179568147019,0.179591577728,0.179552652789,0.179632065035,0.179631273299,0.179574279935,0.179535435971,0.179571921516,0.179604941956,0.179579211097,0.179574280221,0.179599219517,0.179697506781,0.179542275316,0.179556109001,0.179591763493,0.179599772189,0.179615217059,0.179675730699,0.179567686451,0.17965960401,0.179590109832,0.179604014793,0.179644787393,0.179589267634,0.179609698443,0.179697192885,0.179595031179,0.179661404169,0.179547224622,0.179629152946,0.179588146196,0.179586880865,0.17969556284,0.179626969256,0.179601071926,0.179539804726,0.179653873036,0.179606245069,0.17962117372,0.179642463798,0.179569026041,0.179558012713,0.179651791884,0.179555272005,0.179630468243,0.179538952897,0.179697504765,0.179639654875,0.179645229968,0.179653873532,0.179587334014,0.179592223346,0.179612840563,0.179574279596,0.179651793981,0.179608603816,0.179621173904,0.179660762986,0.179604253197,0.179653871257
1756,0.179581752452,0.17959201135,0.17963015914,0.179580600201,0.179551448828,0.179673525287,0.179574406426,0.179649132663,0.179657496149,0.179595854417,0.179566178462,0.17962292275,0.179582248551,0.179563646971,0.179589393733,0.179611229303,0.179638328722,0.17960121193,0.17962292378,0.179675074796,0.179664889127,0.179615991765,0.179622924955,0.179566886658,0.179548288738,0.179579458041,0.179644101886,0.179670945413,0.179552959545,0.179664173427,0.179614167688,0.17963015755,0.179565784641,0.179593688287,0.179640064388,0.179627899876,0.179592012192,0.179652939112,0.179627729046,0.179574405452,0.179597857477,0.179558920522,0.179638327992,0.179637555595,0.179580535319,0.179541689965,0.179578223106,0.179611168096,0.179585435314,0.179580535739,0.179605495502,0.179703771983,0.179548551168,0.1795623812,0.17959805436,0.179606011413,0.179621499204,0.179681997815,0.179573921295,0.179665866693,0.17959635252,0.179610248568,0.179651068932,0.179595531272,0.179615993429,0.17970345265,0.179601301778,0.179667654185,0.179553482441,0.179635441852,0.17959445697,0.179593176946,0.179701824656,0.179633191565,0.179607292597,0.179546064859,0.179660119084,0.179612463485,0.17962738981,0.179648696644,0.179575329732,0.179564297781,0.179658041945,0.179561566779,0.179636717763,0.179545235946,0.179703768334,0.179645878684,0.179651466828,0.179660119947,0.179593572975,0.17959849883,0.179619084909,0.179580534802,0.179658045399,0.179614853354,0.179627390202,0.179667008209,0.179610545095,0.179660115877
1757,0.17958806122,0.179598311517,0.179636493616,0.179586999252,0.179557785172,0.179679844863,0.179580740067,0.179655456493,0.179663820126,0.179602147954,0.179572511555,0.179629251302,0.179588597019,0.179569979005,0.179595780495,0.179617519436,0.179644670174,0.179607576262,0.179629252807,0.179681420421,0.179671249568,0.179622370474,0.179629254515,0.179573199914,0.179554635158,0.179585851861,0.179650397781,0.179677302034,0.179559289479,0.179670527144,0.179620439882,0.179636490977,0.179572096175,0.179600006165,0.179646354513,0.179634203702,0.179598312946,0.179659254232,0.179634044428,0.179580738524,0.179604217495,0.179565264371,0.179644668898,0.179643920289,0.179586864911,0.179548016223,0.179584609206,0.179617462868,0.17959172675,0.179586865451,0.179611851269,0.179710117788,0.179554904212,0.179568730718,0.179604428117,0.179612321981,0.179627863159,0.179688345295,0.179580225399,0.179672208234,0.179602667211,0.179616552615,0.179657433204,0.179601871592,0.179622373028,0.179709791673,0.179607650804,0.179673980122,0.17955981391,0.179641814805,0.179600855048,0.179599556767,0.179708166135,0.179639482307,0.179613580609,0.179552398828,0.179666439908,0.179618748753,0.179633672708,0.179655000882,0.17958171825,0.179570662969,0.179664367718,0.179567943771,0.179643042077,0.179551597818,0.179710111981,0.179652171705,0.179657776064,0.17966644119,0.179599882812,0.179604853776,0.179625402251,0.17958686414,0.179664372812,0.179621177048,0.179633673395,0.179673328067,0.179616920645,0.179666434832
1758,0.179594427384,0.179604667871,0.179642889586,0.179593468263,0.179564182495,0.179686224236,0.17958713459,0.179661840449,0.179670204197,0.179608496973,0.179578905313,0.179635640431,0.179595008478,0.179576371557,0.179602235601,0.179623864663,0.179651074168,0.17961400595,0.179635642489,0.179687829391,0.179677675437,0.17962881664,0.179635644819,0.179579571008,0.179561043941,0.179592314917,0.1796567497,0.179683723588,0.179565679546,0.179676945338,0.179626764658,0.179642885658,0.179578465456,0.179606382887,0.179652699878,0.179640564657,0.179604670071,0.179665628303,0.179640418571,0.179587132366,0.179610642132,0.179571670367,0.179651072185,0.179650350713,0.179593254873,0.179554402025,0.179591063439,0.179623813397,0.179598073133,0.179593255483,0.179618271183,0.179716527338,0.179561320207,0.179575143206,0.179610868437,0.179618690339,0.179634292507,0.179694756534,0.179586586147,0.179678612505,0.179609040408,0.179622913639,0.179663863301,0.179608273892,0.179628820255,0.179716193429,0.179614062995,0.179680366644,0.179566205726,0.179648254788,0.179607323048,0.179606003768,0.179714570646,0.179645828377,0.179619923412,0.17955879345,0.179672820513,0.179625088375,0.179640009771,0.179661362515,0.179588175145,0.179577093121,0.17967075394,0.179574387371,0.179649426414,0.179558024062,0.179716518894,0.179658520473,0.179664143399,0.179672822215,0.179606250228,0.17961127273,0.17963177847,0.179593253712,0.179670760933,0.179627560577,0.17964001082,0.17967970742,0.179623363142,0.179672813187
1759,0.17960083148,0.179611061135,0.179649324321,0.179599981836,0.179570620736,0.179692640554,0.179593569261,0.179668261942,0.179676625463,0.179614882598,0.179585339298,0.179642068006,0.179601460914,0.179582804327,0.179608734122,0.17963024583,0.179657517231,0.179620477167,0.179642070711,0.179694276761,0.179684141178,0.179635304828,0.179642073747,0.179585980714,0.179567494571,0.179598822314,0.179663137072,0.179690184545,0.17957211007,0.179683402942,0.179633123954,0.179649318884,0.17958487353,0.179612798017,0.179659080429,0.179646962098,0.179611064294,0.179672039236,0.179646830047,0.179593566264,0.17961710802,0.179578117732,0.17965751441,0.179656821819,0.179599684489,0.179560828479,0.179597561455,0.179630200282,0.179604456035,0.179599685088,0.179624731828,0.179722975081,0.179567778017,0.179581597297,0.17961735095,0.179625096107,0.179640762562,0.17970120636,0.179592984651,0.179685055113,0.179615451826,0.179629311633,0.17967033377,0.179614716146,0.179635309668,0.179722632801,0.179620515463,0.179686790537,0.179572638077,0.179654736224,0.179613835067,0.17961249323,0.179721012967,0.179652209928,0.179626302046,0.179565229147,0.179679238195,0.179631463505,0.179646381883,0.179667760371,0.179594675967,0.179583565693,0.179677177486,0.179580874436,0.1796558485,0.179564493276,0.179722963543,0.179664904591,0.179670547215,0.179679240283,0.17961265525,0.179617732577,0.179638192321,0.179599682751,0.179677186648,0.179633982419,0.179646383343,0.179686123367,0.179629847603,0.179679228296
