ecs,tcr
2.8872491397636906,1.608173452182904
2.622775596735348,1.9296384646656892
5.96276240342961,2.647658608479304
4.499133751330676,1.8716558543649928
2.3698982109514053,1.6981815735062553
3.595773253946146,2.503902140147669
2.14048084229946,1.4123159742842828
1.7787104032737715,1.4567012187679635
5.51139724639522,2.373285182581564
3.4042978314720984,2.1450555519273338
2.955064551108221,1.6074486693508738
3.514425831074978,2.0549636073914486
1.7866383909568877,1.5120463062613057
2.8308878275744664,2.2378510327977694
3.492516632817601,1.9998934961057568
2.9317665536687443,1.9524600546069437
2.0006940137547637,1.5355023679606228
2.2802736577533653,1.9921584357239985
4.326863838146908,2.3590129724750466
2.8154814755900577,1.8636486621856878
5.13324186171992,2.3151372099702643
4.498293123448538,3.1769354728599724
6.7606585447890115,3.3480002146869965
2.158935172828931,1.461199432337997
2.1516178400945853,1.5700526201537177
2.636217341743107,1.9628327050127514
3.0455522089943425,2.2480672681448874
2.9782787594222873,1.7256636305202755
3.1850628012588302,2.1340116940825613
2.382798958837399,1.6207728186278791
1.8180643455744991,1.3863303448748978
4.95319382851239,2.55635557332443
3.8533536181348786,1.840303926288409
4.3200131139513855,2.3684185139176934
2.2984050674356387,1.6998432802064158
4.3009358373100115,2.7489771467601063
7.473688956784275,2.175620901132387
2.204949887001256,1.6539678526996013
5.988636680306566,2.255787345212253
2.4347020281418295,1.7849114289843675
3.266141320264101,2.0898755468198025
3.412668345971723,2.075889985056696
1.5975822063846952,1.3442125980018587
1.6764440881892921,1.4771999230791466
3.9432886937031277,1.8902531492079184
9.513544302253491,2.36149687884095
4.099742604957089,1.881313087830475
3.9125989443897238,2.273045390247145
4.7177237146992,2.719305384168439
4.75603306776127,3.6482441454778725
4.4505682593619165,2.6929961050168876
5.386074102593172,2.393012938552956
3.9957236469890427,2.6825507581408665
1.9231094178842256,1.470366184956156
4.419488755853502,2.010781562535139
3.9795511131998653,2.562879462999031
4.335802382220811,2.416931199427614
4.992578920800554,4.014003145487392
2.2395778188768225,1.7336726188499347
3.6423643903076393,2.1930821328885
5.14186079483739,3.1064168125550276
4.279982061233156,1.9221395301940423
5.181780417800852,2.5023007401439075
2.4648604423473532,1.704618134144303
3.8095882175565627,2.2904051961648935
2.0408733170891318,1.669294025352253
4.131528725563519,2.093049954639828
1.6762303380462256,1.233738375018025
2.6599559306846428,1.7298307587026385
3.029972359299427,1.9921426468611476
3.027318245117598,2.108208504459603
4.263580592193133,2.351910974996096
2.973536408553647,1.860712859161456
10.700803533048305,3.817676695759786
3.678586921114949,2.4129344144860174
2.5654711064262496,1.5740359062991351
1.7045207834770577,1.3882173143216712
2.1872708725514665,1.6868495880920182
2.8311242050609797,1.3857587043240596
1.666544121039237,1.4728490386239435
3.153106664079306,1.9979509338236494
3.6541084279122815,1.9927634871216937
3.2107482728218075,1.6932225637875
3.0075132112826175,1.802761213573411
3.2053371367818047,1.8947477380271873
2.2242972415994724,1.6882041441930178
3.2103555462731803,1.9573829848674205
2.7289747843811027,2.1046095923976957
4.7674138863015925,2.7135793219705
2.236967032882137,1.680574805694313
4.559163983900498,2.865768418076735
5.074996797042599,1.9307649998275807
2.8799999008782744,1.7920851885594389
3.229042209705193,2.187380685415237
4.8311776945525615,2.1769622818164183
2.73010855620617,1.5623705847671283
3.188374408187777,1.5861982807750101
6.136086520951154,2.7133122606522933
2.4814825408416743,1.9416012432099001
2.8489473311861784,1.8286369863990966
3.2265739674656673,2.3884079287822906
2.8329424400220393,1.654232303571838
2.252752924234087,1.8825295096966972
3.804149699625012,2.7517549546358624
4.918012198071342,2.2709028082446894
3.378642145234311,2.3966581209156868
9.672369104130853,2.5850159910610215
2.846983299785582,1.5693767300999046
6.957795403297492,2.7393733891733323
8.6110694184728,2.601446554730063
4.079615029195796,1.6813572485934556
8.132728990868229,2.8708803991742924
5.547163852574934,2.8230354235576365
4.5338957645381575,2.232865981158204
2.971324945087707,2.021166021338833
3.7261784357489707,2.478787077163535
2.3720928515159616,1.8950697420174045
4.107447429962807,2.471410961453264
2.8061225214074716,1.6919851424079713
3.226245831248943,2.282255682975992
2.1807731902148837,1.53706767588264
2.365660592587589,1.8283204744102024
7.348602236659718,3.6829184055324977
2.1498066687259065,1.5556910904505448
10.156653598123611,3.2233694665840438
3.3823638568491625,1.8984428635992132
4.775086895051695,1.921082611443004
3.933027097304496,2.443948535651281
5.73652738733894,1.9422167341390915
3.1321389637594903,2.5412172800313493
2.55425040257244,1.836847249646272
2.4546684719501743,2.1217326079838084
2.905972962332014,1.6547557494945462
5.958562644155438,3.0875859381617508
7.266264184297502,2.2395300036343158
5.390743051750322,2.261854384493679
2.2717044127571464,1.6226772494735258
3.770514257959912,2.632346457970424
4.187464287867921,2.345378278859168
2.496551380779276,1.7466253023360514
2.932807549549895,2.1553997144406982
4.155477586630832,2.3878632572094642
3.8138315089627035,2.285326941929582
5.189562409842234,2.320664304005821
2.8735325734274233,1.8485693342006082
2.67128789450809,2.09119948386963
3.645131767242247,2.7768886171941403
2.4052880580109237,1.5675125581919027
1.9486734379410506,1.5373435954178811
2.701338977280847,1.5469459517877753
3.532720079405287,2.0195677687770264
3.9950186414188633,2.6192461519967605
4.398401852441514,2.9003482980366107
3.264164444507522,1.723281108751181
2.9125360784017182,2.3426035314514033
2.3612951034580343,1.5927634278508964
3.2951671078449585,2.2631255869088776
5.943112194734534,3.3003345041853844
1.7612458165443738,1.6894191988050373
2.7397436332540117,1.7092891488069892
1.9125638896100792,1.4619786074129424
4.2844022975533065,2.105868260034082
3.1879040206033014,1.7731417906551097
3.5031568092722276,1.777314215398324
2.925912997519881,2.1214216921870594
4.390591504599824,3.1095835116609116
2.390869455914526,2.0637922653526495
2.3178469629949516,1.8518779355768662
3.0930941599188366,1.5639908359312809
3.54211982271575,2.0056493639410027
5.519997229227583,2.2215929275152484
2.4387110529875695,1.5163158778027908
2.937018964667381,2.0706530588974097
3.7008200009898085,2.0556249014505896
2.722365441250767,1.8273318183330751
8.049836021298157,3.3677986078330666
2.077213421570184,1.5733567520784149
4.512499843984566,2.3121083848727544
2.9039564501923527,2.3886699261379154
3.7456663804983883,2.255521650281348
4.12435831657165,2.442507014109504
9.88362919702187,3.5593595611642663
2.659593989989571,1.679060122513965
4.634542086323199,2.8881637323308946
2.6141861555059562,2.276784165740565
2.6318345350638492,1.637380875308368
3.886987329780913,2.1890255493090773
4.837878790198005,2.717025576022938
3.40449182906604,2.008518389887444
3.1498114296466597,2.0345762122552684
8.86668572577183,3.536151767494262
3.5707416667414034,2.1715545418682423
3.507801524143419,2.479671612284617
3.697947138489184,2.4039855617290904
2.4830093409683127,1.8220072434576469
6.462168154276911,2.1937890097734116
3.0056758609947374,1.8587981793524835
4.974252259894784,2.885137501583231
3.4169411310496898,1.981542925551637
2.169690210617646,1.43965459018656
3.3809665950410084,1.8123042409413934
3.6869631963639513,2.267252552974337
2.9927168176456136,1.7696114665352498
5.969364641122911,3.548484217548401
2.493370938613321,1.5491052418105027
2.432636028624393,2.273261792998919
2.251154042333951,1.7386127504353592
2.704711540729431,1.6781210203077361
2.061248215868714,1.4243588984206534
3.6803710557653857,1.8850320737065758
1.9323316093917382,1.5198908232651687
